Match_addr,ARC_Street,File_,Directory,Full_Link,Quick_Link,Date_,Location,Back_of_Sh,Job_Catego,Hyperlink,GlobalID,Leak_Numbe,Leak_Num_Y,X,Y
FABIUS ST & S WEST ST,Fabius St. & West St.,DOC062311-013.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-013.tif,DOC062311-013.tif,1/8/2008,Fabius St. & West St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-013.tif,{33CF4DA8-B4CA-439E-85A8-1F5C81D96AD0},005,2008,-76.15820000000,43.04480000000
1420 COURT ST,1420 Court St.,DOC062311-017.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-017.tif,DOC062311-017.tif,1/9/2008,1420 Court St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-017.tif,{03041583-D418-435D-A764-DF43117C3283},,2008,-76.14700000000,43.07790000000
1005 FIRST NORTH ST,1005 FIRST NORTH ST.,DOC062311-022.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-022.tif,DOC062311-022.tif,1/12/2008,1005 1st North St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-022.tif,{CB7C05C3-A392-431C-A346-329D98057430},006,2008,-76.15240000000,43.07070000000
1054 S CLINTON ST,1054 South Clinton St.,DOC062311-025.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-025.tif,DOC062311-025.tif,1/14/2008,1054 South Clinton St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-025.tif,{9FAE80D5-4D90-40FB-8A1C-5A6F7AF03AFE},,2008,-76.15130000000,43.03690000000
3906 E GENESEE ST,3906 East Genesee St.,DOC062311-038.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-038.tif,DOC062311-038.tif,1/19/2008,3906 East Genesee St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-038.tif,{1E8AAA4F-B758-480E-87B4-F55627575E7A},008,2008,-76.08010000000,43.03900000000
504 BROAD ST,504 Broad St.,DOC062311-039.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-039.tif,DOC062311-039.tif,1/23/2008,504 Broad St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-039.tif,{12323823-9AF3-4E4A-95E2-DCA6C05374CE},011,2008,-76.11970000000,43.03030000000
HIAWATHA BLVD E & SEVENTH NORTH ST,HIAWATHA BLVD. &  SEVENTH NORTH ST.,DOC062311-041.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-041.tif,DOC062311-041.tif,1/22/2008,Hiawatha Blvd. &  7th North St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-041.tif,{3723C61E-1B8C-4645-A73A-50DC7ACF1B4A},010,2008,-76.15760000000,43.08280000000
NICHOLS AVE & BURNET AVE,Nichols Ave. & Burnet Ave,DOC062311-042.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-042.tif,DOC062311-042.tif,1/23/2008,Nichols Ave. & Burnet Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-042.tif,{3A93F210-A42D-477F-A431-B48A818203CE},013,2008,-76.10310000000,43.05880000000
ASH ST & N TOWNSEND ST,Ash St. & North Townsend St.,DOC062311-043.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-043.tif,DOC062311-043.tif,1/23/2008,Ash St. & North Townsend St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-043.tif,{F38521F0-9CB9-48C1-A4B6-5FB8E64149B2},012,2008,-76.15090000000,43.05980000000
HIAWATHA LAKE,East Hiawatha Blvd.,DOC062311-046.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-046.tif,DOC062311-046.tif,1/23/2008,East Hiawatha Blvd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-046.tif,{A5230C84-0FD6-4105-93CE-65FC7720D9A1},010,2008,-76.16920000000,43.02470000000
290 TEX SIMONE DR,290 TEX SIMONE,DOC062311-048.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-048.tif,DOC062311-048.tif,1/24/2008,Alliance Bank Stadium,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-048.tif,{BB457034-BAB3-4184-84E3-4BF22D0C7781},014,2008,-76.16700000000,43.07810000000
JAMESVILLE AVE & THURBER ST,Jamesville Ave & Thurber St.,DOC062311-049.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-049.tif,DOC062311-049.tif,1/24/2008,Jamesville Ave & Thurber St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-049.tif,{3C787D67-21A8-4B19-869A-74883392340D},015,2008,-76.13090000000,43.01910000000
200 CROLY ST,200 Croly St.,DOC062311-054.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-054.tif,DOC062311-054.tif,1/27/2008,200 Croly St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-054.tif,{6D383D9D-D662-450F-9F7B-A3EB1AFF76C0},020,2008,-76.11270000000,43.04810000000
107 MARIPOSA ST,107 Mariposa St.,DOC062311-056.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-056.tif,DOC062311-056.tif,1/26/2008,107 Mariposa St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-056.tif,{130FC271-52C1-47E5-AB10-22C38A58479F},,2008,-76.12230000000,43.06200000000
STANDISH DR & SHIRLEY RD,Standish Dr. & Shirley Rd.,DOC062311-058.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-058.tif,DOC062311-058.tif,1/28/2008,Standish Dr. & Shirley Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-058.tif,{069D5610-794D-4A2F-B150-5820B839D20D},,2008,-76.10600000000,43.03740000000
JANET DR & EUCLID AVE,Janet Dr. & Euclid Ave.,DOC062311-066.tif,S:\WORKSHEETS\Worksheets_2008-1,S:\WORKSHEETS\Worksheets_2008-1\DOC062311-066.tif,DOC062311-066.tif,1/31/2008,Janet Dr. & Euclid Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-1\DOC062311-066.tif,{8B43CDA3-478C-460E-A186-BEE58DCD2348},024,2008,-76.10810000000,43.03490000000
1211 MILTON AVE,1211 Milton Ave.,DOC062311-078.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-078.tif,DOC062311-078.tif,2/5/2008,1211 Milton Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-078.tif,{B336800A-F41A-4C68-8CD7-B14CDEA138DA},,2008,-76.19780000000,43.05910000000
103 MCCORMICK AVE,103 McCormick Ave,DOC062311-083.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-083.tif,DOC062311-083.tif,2/6/2008,103 McCormick Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-083.tif,{2E77919B-0A92-4A70-9C88-5BE7A214413F},029,2008,-76.15640000000,43.04400000000
115 ROCKLAND AVE,115 Rockland Ave.,DOC062311-089.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-089.tif,DOC062311-089.tif,2/8/2008,115 Rockland Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-089.tif,{3DD94CD3-21FB-4FF1-9BC2-180C78FA833D},031,2008,-76.15570000000,43.02400000000
200 MEADOWBROOK DR,200 Meadowbrook Dr.,DOC062311-096.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-096.tif,DOC062311-096.tif,2/13/2008,200 Meadowbrook Dr.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-096.tif,{CFC145EA-C673-4F97-8AC2-DB5F08022918},033,2008,-76.12050000000,43.02520000000
STERLING AVE & PALMER AVE,Sterling Ave. & Palmer Ave.,DOC062311-099.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-099.tif,DOC062311-099.tif,2/14/2008,Sterling Ave. & Palmer Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-099.tif,{B83C52F1-617C-4A4D-B591-6ADE4EE4568C},032,2008,-76.16230000000,43.03170000000
214 SLOCUM AVE,214 Slocum Ave.,DOC062311-101.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-101.tif,DOC062311-101.tif,2/15/2008,214 Slocum Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-101.tif,{0FFD8398-7AAA-44A8-B034-2BEF67531628},034,2008,-76.16120000000,43.04070000000
BARNES AVE & PALMER LA,Barns Ave & Palmer Ave.,DOC062311-106.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-106.tif,DOC062311-106.tif,2/16/2008,Barns Ave & Palmer Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-106.tif,{F5FA85E4-C196-4AFE-95C1-C330E66DFA3A},034,2008,-76.16060000000,43.01200000000
TEALL AVE & JAMES ST,Teal Ave. & James St.,DOC062311-107.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-107.tif,DOC062311-107.tif,2/17/2008,Teal Ave. & James St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-107.tif,{480676DA-DCA5-42FB-AA13-27B85C6AD3F8},035,2008,-76.12270000000,43.06500000000
2740 ERIE BLVD E,2740 East Erie Blvd,DOC062311-113.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-113.tif,DOC062311-113.tif,2/20/2008,2740 East Erie Blvd,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-113.tif,{810F6DD0-0943-43F7-A0CA-5D159DA57DB4},,2008,-76.09570000000,43.05440000000
171 HOPPER RD,171 Hopper Rd.,DOC062311-118.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-118.tif,DOC062311-118.tif,2/22/2008,171 Hopper Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-118.tif,{047C144A-A397-472F-AD9E-BE935F19AB05},036,2008,-76.15910000000,43.00100000000
408 N GEDDES ST,408 North Geddes st.,DOC062311-137.tif,S:\WORKSHEETS\Worksheets_2008-2,S:\WORKSHEETS\Worksheets_2008-2\DOC062311-137.tif,DOC062311-137.tif,2/28/2008,408 North Geddes st.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-2\DOC062311-137.tif,{00D32B46-E8BA-4023-9231-E2265326FC98},038,2008,-76.17050000000,43.05230000000
E JEFFERSON ST & BANK ST,East Jefferson St. & Bank Aly.,DOC062411.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411.tif,DOC062411.tif,3/1/2008,East Jefferson St. & Bank Aly.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411.tif,{7E2BC472-3F5B-45F7-8B8C-50AEC7BB8464},039,2008,-76.15150000000,43.04700000000
805 SPENCER ST,805 Spencer St.,DOC062411-002.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-002.tif,DOC062411-002.tif,3/3/2008,805 Spencer St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-002.tif,{07D74B47-077D-453A-A3DC-A7B0CE42C945},040,2008,-76.17220000000,43.05720000000
HEADSON DR & THOMPSON RD,Headson Dr. & Thompson Rd.,DOC062411-003.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-003.tif,DOC062411-003.tif,3/3/2008,Headson Dr. & Thompson Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-003.tif,{803ACBD4-C5BC-4363-82BF-D934E09EAD05},,2008,-76.08280000000,43.05500000000
2921 ERIE BLVD E,2921 East Erie Blvd.,DOC062411-004.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-004.tif,DOC062411-004.tif,3/4/2008,2921 East Erie Blvd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-004.tif,{31130CA9-6B02-43C1-A111-C9997B678B00},,2008,-76.09010000000,43.05510000000
2820 JAMES ST,2820 James St.,DOC062411-009.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-009.tif,DOC062411-009.tif,3/5/2008,2820 James St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-009.tif,{5782D048-CBE5-49C9-B2E9-7A05A7E6B2EC},040,2008,-76.10730000000,43.06880000000
800 E WASHINGTON ST,800 East Washington St.,DOC062411-012.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-012.tif,DOC062411-012.tif,3/8/2008,800 East Washington St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-012.tif,{23D9927A-3916-4ED4-94C4-899B187D88BE},041,2008,-76.13990000000,43.04940000000
357 N EDWARDS AVE,357 North Edwards Ave.,DOC062411-018.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-018.tif,DOC062411-018.tif,3/9/2008,357 North Edwards Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-018.tif,{2FE87EF3-C7D4-4D15-AFAE-F074A36540A2},042,2008,-76.10690000000,43.07520000000
E WASHINGTON ST & S MCBRIDE ST,East Washington st. & South McBride St.,DOC062411-028.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-028.tif,DOC062411-028.tif,3/14/2008,East Washington st. & South McBride St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-028.tif,{FEFA6BDF-4274-449E-ADFC-5A1D555E9D8A},044,2008,-76.14390000000,43.04950000000
1300 JAMESVILLE AVE,1300 Jamesville Ave.,DOC062411-029.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-029.tif,DOC062411-029.tif,3/15/2008,1300 Jamesville Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-029.tif,{75929282-B99A-4FF9-8016-28CBF1B5026F},,2008,-76.12630000000,43.01360000000
501 MYRTLE ST,501 Myrtle St.,DOC062411-030.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-030.tif,DOC062411-030.tif,3/17/2008,501 Myrtle St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-030.tif,{24787136-A361-425A-B03F-F527409CFCA7},046,2008,-76.19470000000,43.04870000000
SIXTH NORTH ST & WOLF ST,SIXTH NORTH ST. & WOLF ST.,DOC062411-035.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-035.tif,DOC062411-035.tif,3/20/2008,6th North St. & Wolf St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-035.tif,{3CFBFD5A-FD2E-43FB-85CE-1838EF73E9DC},048,2008,-76.15720000000,43.08050000000
RIEGEL ST & PEAT ST,Riegel St. & Peat St.,DOC062411-041.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-041.tif,DOC062411-041.tif,3/22/2008,Riegel St. & Peat St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-041.tif,{F3E25073-A605-452E-AAB6-1700B414A194},049,2008,-76.11560000000,43.05510000000
221 RIVOLI AVE,221 Rivoli Ave.,DOC062411-042.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-042.tif,DOC062411-042.tif,3/24/2008,221 Rivoli Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-042.tif,{7D08004A-C3F7-4113-A886-97F2F0880865},050,2008,-76.13370000000,43.07890000000
1130 AVERY AVE,1130 Avery Ave.,DOC062411-044.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-044.tif,DOC062411-044.tif,3/25/2008,1130 Avery Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-044.tif,{00646F2A-EC28-4AC5-9B37-72D1237A43F9},051,2008,-76.19850000000,43.05790000000
LEMOYNE AVE & SEVENTH NORTH ST,LEMOYNE AVE & SEVENTH  NORTH ST.,DOC062411-053.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-053.tif,DOC062411-053.tif,3/30/2008,Lemoyne Ave & 7th North St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-053.tif,{1D6B1C93-1363-48DB-8AE2-934D6EA64799},052,2008,-76.15360000000,43.08000000000
GLENCOVE RD & S COLLINGWOOD AVE,Glencove Rd. & Collingwood Ave.,DOC062411-054.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-054.tif,DOC062411-054.tif,3/31/2008,Glencove Rd. & Collingwood Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-054.tif,{1B1C5E77-CFE9-455A-BA83-1997C0414C23},052,2008,-76.10720000000,43.06400000000
RIEGEL ST & PEAT ST,Riegel St. & Peat St.,DOC062411-055.tif,S:\WORKSHEETS\Worksheets_2008-3,S:\WORKSHEETS\Worksheets_2008-3\DOC062411-055.tif,DOC062411-055.tif,3/31/2008,Riegel St. & Peat St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-3\DOC062411-055.tif,{9369479C-1D8E-4670-BFA5-E3E7D2AC1E45},053,2008,-76.11560000000,43.05510000000
PEAT ST & RIEGEL ST,Peat St. & Riegal St.,DOC062411-001.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-001.tif,DOC062411-001.tif,4/1/2008,Peat St. & Riegal St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-001.tif,{3FED5B4B-C932-49B5-B76A-83A6479D5CFA},064,2008,-76.11560000000,43.05510000000
1300 E COLVIN ST,1300 East Colvin St.,DOC062411-005.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-005.tif,DOC062411-005.tif,4/1/2008,1300 East Colvin St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-005.tif,{EB845D3D-DACC-4424-A01F-094DBAF77E87},,2008,-76.12860000000,43.02370000000
100 E CASTLE ST,100 East Castle St.,DOC062411-013.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-013.tif,DOC062411-013.tif,4/7/2008,100 East Castle St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-013.tif,{D8C48164-990B-4C6B-B3BE-73FA9FC8210A},066,2008,-76.14880000000,43.03300000000
1143 CUMBERLAND AVE,1143 Cumberland Ave.,DOC062411-015.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-015.tif,DOC062411-015.tif,4/8/2008,1143 Cumberland Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-015.tif,{D7848CE8-CEE5-4CAF-B710-D248131C09F2},068,2008,-76.11220000000,43.02480000000
1345 TEALL AVE,1345 Teal Ave.,DOC062411-018.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-018.tif,DOC062411-018.tif,4/9/2008,1345 Teal Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-018.tif,{F9765C03-48E1-42BF-A7A3-5F423F2F8972},067,2008,-76.12280000000,43.06630000000
CHEMUNG ST & WILLIS AVE,Chemung St. & Willis Ave.,DOC062411-021.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-021.tif,DOC062411-021.tif,4/10/2008,Chemung St. & Willis Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-021.tif,{71681A96-5256-4E86-B102-EDABDC2B0D2C},,2008,-76.19580000000,43.05750000000
601 GRAND AVE,601 Grand  Ave.,DOC062411-025.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-025.tif,DOC062411-025.tif,4/11/2008,601 Grand  Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-025.tif,{7DF663A5-ABFB-4E48-BC9D-EB80653C5A4C},073,2008,-76.18110000000,43.03840000000
132 BRACE ST,132 Brace St.,DOC062411-028.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-028.tif,DOC062411-028.tif,4/14/2008,132 Brace St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-028.tif,{9AACF334-2AF6-40B3-8950-959086381F68},072,2008,-76.15340000000,43.07560000000
E COLVIN ST & COMSTOCK AVE,East Colvin St. & Comstock Ave.,DOC062411-033.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-033.tif,DOC062411-033.tif,4/15/2008,East Colvin St. & Comstock Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-033.tif,{F640E988-9CE7-4886-92DE-60F799328F5B},,2008,-76.12870000000,43.02380000000
123 POLK ST,123 Polk St.,DOC062411-035.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-035.tif,DOC062411-035.tif,4/25/2008,123 Polk St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-035.tif,{22D49A05-98B0-4105-93FB-11FE5FEC8E11},,2008,-76.09330000000,43.05370000000
313 SAND ST,313 Sand St.,DOC062411-039.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-039.tif,DOC062411-039.tif,4/18/2008,313 Sand St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-039.tif,{7C1D66E3-F366-43D0-9099-BC6DAE642B32},079,2008,-76.16770000000,43.05630000000
BURT ST & S STATE ST,Burt St. & South State St.,DOC062411-047.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-047.tif,DOC062411-047.tif,4/22/2008,Burt St. & South State St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-047.tif,{2B06C08D-55C7-4AA1-9527-85FA7EA1D306},,2008,-76.14740000000,43.03820000000
124 HEADSON DR,124 Headson Dr.,DOC062411-052.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-052.tif,DOC062411-052.tif,4/23/2008,124 Headson Dr.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-052.tif,{3E557B01-209F-45B0-BFCC-257321B8B8C8},078,2008,-76.08630000000,43.05500000000
W SENECA TPKE & S SALINA ST,West Seneca Tpke & South Salina St.,DOC062411-056.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-056.tif,DOC062411-056.tif,4/9/2008,West Seneca Tpke & South Salina St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-056.tif,{54E97D38-D8F1-4AE7-9975-25F3E3D8028C},077,2008,-76.14270000000,43.00070000000
VAN BUREN ST & OAKWOOD AVE,Van Buren St. & Oakwood Ave.,DOC062411-060.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-060.tif,DOC062411-060.tif,4/25/2008,Van Buren St. & Oakwood Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-060.tif,{38C284D6-66AB-4718-AE11-0EED614CE4C0},082,2008,-76.14550000000,43.03740000000
ERIE BLVD E & UNIVERSITY AVE,East Erie Blvd & University Ave.,DOC062411-071.tif,S:\WORKSHEETS\Worksheets_2008-4,S:\WORKSHEETS\Worksheets_2008-4\DOC062411-071.tif,DOC062411-071.tif,4/30/2008,East Erie Blvd & University Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-4\DOC062411-071.tif,{A1D1586B-0750-49C2-B463-D6EA7D543190},083,2008,-76.13420000000,43.05070000000
HERKIMER ST & CHARLOTTE ST,Herkimer St. & Charlotte St.,DOC062711-009.tif,S:\WORKSHEETS\Worksheets_2008-5,S:\WORKSHEETS\Worksheets_2008-5\DOC062711-009.tif,DOC062711-009.tif,5/2/2008,Herkimer St. & Charlotte St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2008-5\DOC062711-009.tif,{001D6395-1B40-4E30-8AD9-0ABB3D002402},084,2008,-76.19330000000,43.05290000000
