Match_addr,ARC_Street,File_,Directory,Full_Link,Quick_Link,Date_,Location,Back_of_Sh,Job_Catego,Hyperlink,GlobalID,Leak_Numbe,Leak_Num_Y,X,Y
200 UNION AVE,200 Union Ave,Page0009.tif,S:\WORKSHEETS\01-11-2011_thru_01-17-2011,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0009.tif,Page0009.tif,1/12/2011,200 Union Ave,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0010.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0009.tif,{AC6FBECE-E81A-400D-A637-73C7FA3EBA27},010,2011,-76.14800000000,43.05620000000
1205 W FAYETTE ST,1205 West Fayette St,Page0021.tif,S:\WORKSHEETS\01-11-2011_thru_01-17-2011,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0021.tif,Page0021.tif,1/14/2011,1205 West Fayette St,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0022.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0021.tif,{81B9CEE6-0E6D-45F9-A716-D4A029368E5A},012,2011,-76.17560000000,43.04670000000
1003 JAMESVILLE AVE,1003 Jamesville Ave,Page0023.tif,S:\WORKSHEETS\01-11-2011_thru_01-17-2011,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0023.tif,Page0023.tif,1/14/2011,1003 Jamesville Ave,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0024.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0023.tif,{988D5DB1-2FB5-4B7A-B483-F55C3A9C2449},013,2011,-76.12890000000,43.01690000000
PALMER AVE & CHENEY ST,Palmer Ave & Cheney St,Page0027.tif,S:\WORKSHEETS\01-11-2011_thru_01-17-2011,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0027.tif,Page0027.tif,1/14/2011,Palmer Ave & Cheney St,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0027.tif,{22D6E29A-7681-4ED0-8E5E-F01FC08CC361},014,2011,-76.16230000000,43.03000000000
2100 E FAYETTE ST,2100 East Fayette St,Page0031.tif,S:\WORKSHEETS\01-11-2011_thru_01-17-2011,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0031.tif,Page0031.tif,1/16/2011,2100 East Fayette St,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0031.tif,{FE856929-E8A2-4166-92F3-548651C94CB9},016,2011,-76.11370000000,43.04810000000
206 BUTTERNUT ST,206 Butternut St,Page0035.tif,S:\WORKSHEETS\01-11-2011_thru_01-17-2011,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0035.tif,Page0035.tif,1/17/2011,206 Butternut St,S:\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0036.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-11-2011_thru_01-17-2011\Page0035.tif,{8795A2FB-A56C-43E1-8940-89D0C1483B09},018,2011,-76.15190000000,43.05770000000
104 CROLY ST,104 Croly St,Page0003.tif,S:\WORKSHEETS\01-12-2011_thru_01-23-2011,S:\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0003.tif,Page0003.tif,1/23/2011,104 Croly St,S:\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0004.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0003.tif,{93B7C44A-8765-46DC-8B55-73FA1A480705},023,2011,-76.11290000000,43.05040000000
169 MARSHALL ST,169 Marshal St,Page0009.tif,S:\WORKSHEETS\01-12-2011_thru_01-23-2011,S:\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0009.tif,Page0009.tif,1/21/2011,169 Marshal St,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0009.tif,{3944F9EA-0AFF-46C7-A2D6-8AC9C2F8366A},022,2011,-76.13520000000,43.04170000000
200 UNION AVE,200 Union Ave,Page0013.tif,S:\WORKSHEETS\01-12-2011_thru_01-23-2011,S:\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0013.tif,Page0013.tif,1/18/2011,200 Union Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0013.tif,{62600704-EECA-4307-B0F5-E6AA3AC11578},010,2011,-76.14800000000,43.05620000000
356 NICHOLS AVE,356 Nicholas Ave,Page0025.tif,S:\WORKSHEETS\01-12-2011_thru_01-23-2011,S:\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0025.tif,Page0025.tif,1/20/2011,356 Nicholas Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-12-2011_thru_01-23-2011\Page0025.tif,{8FBBD3AB-4125-4902-929E-2BC5B5B4FA6D},020,2011,-76.10350000000,43.06280000000
200 UNION AVE,200 Union Ave,Page0003.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0003.tif,Page0003.tif,1/24/2011,200 Union Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0003.tif,{F3AF8A84-18AD-4EDE-A68A-4062DF264A13},,2011,-76.14800000000,43.05620000000
634 RICHMOND AVE,634 Richmond Ave,Page0013.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0013.tif,Page0013.tif,1/26/2011,634 Richmond Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0013.tif,{B385A8C9-D15E-466F-A611-F9D2DC4B049B},027,2011,-76.17680000000,43.05030000000
1559 LEMOYNE AVE,1559 LeMoyne Ave,Page0015.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0015.tif,Page0015.tif,1/26/2011,1559 LeMoyne Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0015.tif,{5438F01B-39B3-4D08-B578-DF20B9A92DD7},030,2011,-76.14910000000,43.08310000000
313 SEELEY RD,313 Seeley Rd,Page0019.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0019.tif,Page0019.tif,1/26/2011,313 Seeley Rd,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0019.tif,{FD75C200-825E-4C7C-8004-9D8A809A65C8},026,2011,-76.10380000000,43.05120000000
543 CUMBERLAND AVE,543 Cumberland Ave,Page0025.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0025.tif,Page0025.tif,1/27/2011,543 Cumberland Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0025.tif,{40C249B8-F089-4488-B725-B0D39D1085A8},024,2011,-76.11260000000,43.03620000000
LOCKWOOD RD & KIMBER RD,Lockwood Rd & Kimber Rd,Page0027.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0027.tif,Page0027.tif,1/27/2011,Lockwood Rd & Kimber Rd,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0028.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0027.tif,{737ABC51-D999-48FD-B2C7-F8BE103C2922},025,2011,-76.09340000000,43.03820000000
543 CUMBERLAND AVE,543 Cumberland Ave,Page0031.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0031.tif,Page0031.tif,1/28/2011,543 Cumberland Ave,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0032.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0031.tif,{ECAB22A6-0805-4555-847B-AA2C64CCFAAB},024,2011,-76.11260000000,43.03620000000
1225 W FAYETTE ST,1225 West Fayette St,Page0041.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0041.tif,Page0041.tif,1/30/2011,1225 West Fayette St,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0042.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0041.tif,{7AD5ED32-9F28-42C9-AF78-BD5B887F8A71},032,2011,-76.17590000000,43.04690000000
HIGHRIDGE PL & HIGHRIDGE DR,Highridge Pl & Highridge Dr,Page0003.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0003.tif,Page0003.tif,1/31/2011,Highridge Pl & Highridge Dr,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0003.tif,{C62ADA6E-0A5B-4190-9CD7-14F6B1C236FE},035,2011,-76.19970000000,43.02680000000
400 BROOKFORD RD,400 Brookford Pl,Page0007.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0007.tif,Page0007.tif,1/31/2011,400 Brookford Pl,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0008.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0007.tif,{9AE12287-1F5F-47C9-BB0A-8CC523E95F3F},036,2011,-76.10080000000,43.03720000000
425 RICH ST,425 Rich St,Page0009.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0009.tif,Page0009.tif,1/31/2011,425 Rich St,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0012.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0009.tif,{9080E8E7-C8A5-4B2C-9B87-9E5E5B6CA782},031,2011,-76.16110000000,43.03130000000
425 RICH ST,425 Rich St,Page0011.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0011.tif,Page0011.tif,1/31/2011,425 Rich St,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0011.tif,{F116D83E-1D95-437D-9953-7744507F4138},,2011,-76.16110000000,43.03130000000
312 ARNOLD AVE,312 Arnold Ave,Page0037.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0037.tif,Page0037.tif,2/4/2011,312 Arnold Ave,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0038.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0037.tif,{0BA25A5E-8BA6-4EE5-B8F3-025A8526EB23},038,2011,-76.12560000000,43.01690000000
718 SUMMIT AVE,718 Summit Ave,Page0043.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0043.tif,Page0043.tif,2/6/2011,718 Summit Ave,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0044.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0043.tif,{4DEC039D-027F-4B22-8E3C-F5D243378ACA},039,2011,-76.16560000000,43.02060000000
S MCBRIDE ST & MONROE ST,South McBride St. & Monroe St.,Page0025.tif,S:\WORKSHEETS\01-31-2011_thru_02-06-2011,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0025.tif,Page0025.tif,2/3/2011,South McBride St. & Monroe St.,S:\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0026.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-31-2011_thru_02-06-2011\Page0025.tif,{D64C6FF1-21E9-454F-954D-C68FE437BA23},037,2011,-76.14400000000,43.04160000000
819 HIAWATHA BLVD E,819 EAST HIAWATHA BLVD.,Page0003.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0003.tif,Page0003.tif,2/7/2011,819 East Hiawatha Blvd.,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0004.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0003.tif,{DAA48066-B765-40D4-8542-B3B439D053E5},040,2011,-76.16030000000,43.07930000000
305 MAPLEWOOD AVE,305 Maplewood Ave,Page0009.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0009.tif,Page0009.tif,2/8/2011,305 Maplewood Ave,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0010.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0009.tif,{AAD85E8C-0EC0-4E13-9712-0763578B103B},041,2011,-76.13660000000,42.98900000000
2410 ERIE BLVD E,2410 East Erie Blvd,Page0013.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0013.tif,Page0013.tif,2/9/2011,2410 East Erie Blvd,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0014.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0013.tif,{F4F82DD4-B8D1-4D3E-B470-52F73B080059},042,2011,-76.10520000000,43.05330000000
422 HAWLEY AVE,422 Hawley Ave.,Page0019.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0019.tif,Page0019.tif,2/10/2011,422 Hawley Ave.,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0020.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0019.tif,{A83CD2B2-D91A-4D33-BA3F-32DBF73932A6},045,2011,-76.13840000000,43.05320000000
700 E WASHINGTON ST,700 East Washington St.,Page0021.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0021.tif,Page0021.tif,2/10/2011,700 East Washington St.,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0022.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0021.tif,{8C65EFFF-0C0B-4DDD-A94A-E51FCB32E51C},044,2011,-76.14210000000,43.04940000000
250 WHEATON RD,250 Wheaton Rd.,Page0023.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0023.tif,Page0023.tif,2/10/2011,250 Wheaton Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0023.tif,{D6372978-D711-4581-858B-A1D92F8580C6},043,2011,-76.12620000000,43.07030000000
518 HILLSBORO PKWY,518 Hillsboro Pkwy,Page0035.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0035.tif,Page0035.tif,2/12/2011,518 Hillsboro Pkwy,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0035.tif,{441A74CC-5472-4A35-B642-49C4D7567C48},046,2011,-76.08560000000,43.04030000000
2564 ERIE BLVD E,2564 East Erie Blvd.,Page0037.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0037.tif,Page0037.tif,2/13/2011,2564 East Erie Blvd.,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0038.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0037.tif,{AE4860C3-B583-4DEA-87F9-10F9CF266984},048,2011,-76.10210000000,43.05370000000
115 TURTLE ST,115 Turtle St.,Page0039.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0039.tif,Page0039.tif,2/13/2011,115 Turtle St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0039.tif,{7AA81BC8-B0AB-4222-AE8A-19650A120AFC},049,2011,-76.16200000000,43.06630000000
175 MILNOR AVE,175 Milnor St.,Page0041.tif,S:\WORKSHEETS\02-07-2011_thru_02-14-2011,S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0041.tif,Page0041.tif,2/13/2011,175 Milnor St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0041.tif,{18B9818E-D69C-42FA-AC55-60C8EADB110C},047,2011,-76.10100000000,43.04750000000
S EDWARDS AVE & CALEB AVE,Edwards Ave & Caleb Ave,Page0003.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0003.tif,Page0003.tif,2/15/2011,Edwards Ave & Caleb Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0003.tif,{1F7550ED-2482-4DDC-9104-886D555115B5},052,2011,-76.10550000000,43.05980000000
100 KEEN PL,100 Keen Pl.,Page0007.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0007.tif,Page0007.tif,2/15/2011,100 Keen Pl.,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0008.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0007.tif,{378D0F4E-ACC5-4D23-96E5-76637330A565},051,2011,-76.15730000000,43.01560000000
204 HERKIMER ST,204 Herkimer St.,Page0009.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0009.tif,Page0009.tif,2/15/2011,204 Herkimer St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0009.tif,{936F68D9-013F-4B02-8E86-0BC64FDFB835},050,2011,-76.18980000000,43.05420000000
606 THURBER ST,606 Thurber St.,Page0013.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0013.tif,Page0013.tif,2/16/2011,606 Thurber St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0013.tif,{57DF97E2-F7F4-460D-8353-8BE003A661CA},052,2011,-76.12590000000,43.01940000000
1524 VALLEY DR,1524 Valley Dr.,Page0015.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0015.tif,Page0015.tif,2/17/2011,1524 Valley Dr.,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0016.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0015.tif,{DBE36E41-944C-40BB-89C4-7109D8ADB561},053,2011,-76.15330000000,43.00300000000
513 FAYETTE BLVD,513 Fayette Blvd.,Page0017.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0017.tif,Page0017.tif,2/16/2011,513 Fayette Blvd.,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0018.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0017.tif,{2EABDB5A-13C4-447C-AFB8-7E95D211212A},054,2011,-76.09440000000,43.04930000000
640 MYRTLE ST,640 Myrtle St.,Page0021.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0021.tif,Page0021.tif,2/16/2011,640 Myrtle St.,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0022.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0021.tif,{D869B6EC-45CE-4163-A329-68F13BF3175A},056,2011,-76.19550000000,43.05010000000
SOLAR ST & PLUM ST,Solar & Plum St.,Page0025.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0025.tif,Page0025.tif,2/17/2011,Solar & Plum St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0025.tif,{C6BEDA33-0E6E-447A-B852-BFC2A51059E1},,2011,-76.15750000000,43.05660000000
300 HOPE AVE,300 Hope Ave,Page0027.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0027.tif,Page0027.tif,2/17/2011,300 Hope Ave,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0027.tif,{9EF897D4-C4CC-40E9-AE5A-05C8C9645877},055,2011,-76.15130000000,43.02060000000
232 W DIVISION ST,232 West Division st.,Page0033.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0033.tif,Page0033.tif,2/18/2011,232 West Division st.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0033.tif,{FC0354FA-FB10-4B3C-8178-A6CBCFD109BC},059,2011,-76.15760000000,43.05920000000
209 KENWICK DR,209 Kenwick Dr.,Page0039.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0039.tif,Page0039.tif,2/21/2011,209 Kenwick Dr.,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0040.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0039.tif,{98BFC513-9B14-4417-9295-525CE0151AE9},063,2011,-76.13530000000,43.07500000000
304 SUNSET AVE,304 Sunset Ave.,Page0045.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0045.tif,Page0045.tif,2/22/2011,304 Sunset Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0045.tif,{AEE4E2DC-FE45-4D89-A875-B7DB78A8E236},066,2011,-76.16140000000,43.06590000000
206 MYRTLE ST,206 Myrtle St.,Page0047.tif,S:\WORKSHEETS\02-15-2011_thru_02-22-2011,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0047.tif,Page0047.tif,2/23/2011,206 Myrtle St.,S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0048.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0047.tif,{C8037045-1379-4E62-8E46-568CB7E6C04F},068,2011,-76.19240000000,43.04560000000
1913 BELLEVUE AVE,1913 Bellevue Ave,Page0021.tif,S:\WORKSHEETS\02-23-2011_thru_03-02-2011,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0021.tif,Page0021.tif,2/28/2011,1913 Bellevue Ave,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0022.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0021.tif,{CE0A8049-12D7-424D-A9D9-518615DA4A80},071,2011,-76.18560000000,43.03240000000
217 SCOTTHOLM BLVD,217 Scottholm Ter.,Page0005.tif,S:\WORKSHEETS\02-23-2011_thru_03-02-2011,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0005.tif,Page0005.tif,2/23/2011,217 Scottholm Ter.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0005.tif,{F3E9804F-3583-4E19-8876-3787C73187EE},064,2011,-76.11150000000,43.04340000000
E WILLOW ST & PROSPECT AVE,East Willow St. & Prospect Ave.,Page0007.tif,S:\WORKSHEETS\02-23-2011_thru_03-02-2011,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0007.tif,Page0007.tif,2/24/2011,East Willow St. & Prospect Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0007.tif,{645903A0-7911-4ED3-970C-DB3B43F216F8},070,2011,-76.14780000000,43.05390000000
515 DANFORTH ST,515/519 Danforth St.,Page0027.tif,S:\WORKSHEETS\02-23-2011_thru_03-02-2011,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0027.tif,Page0027.tif,3/1/2011,515/519 Danforth St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0027.tif,{DEEC4ECD-0FD1-47B2-A598-87D3A1648C91},072,2011,-76.15730000000,43.06690000000
519 DANFORTH ST,519 Danforth St.,Page0029.tif,S:\WORKSHEETS\02-23-2011_thru_03-02-2011,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0029.tif,Page0029.tif,3/2/2011,519 Danforth St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0029.tif,{5CB3EDD0-5E34-4255-8F39-45CBA58A994E},073,2011,-76.15720000000,43.06700000000
519 DANFORTH ST,519 Danforth St.,Page0037.tif,S:\WORKSHEETS\02-23-2011_thru_03-02-2011,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0037.tif,Page0037.tif,3/2/2011,519 Danforth St.,S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0038.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0037.tif,{D90E258C-0643-4DC3-A723-731B5202D0EA},075,2011,-76.15720000000,43.06700000000
2507 E FAYETTE ST,2507 EAST FAYETTE ST.,Page0013.tif,S:\WORKSHEETS\03-03-2011_thru_03-11-2011,S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0013.tif,Page0013.tif,3/4/2011,2507 East Fayette Sat.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0013.tif,{F86F3F2A-6580-48BD-A02B-AE17C9BF576B},076,2011,-76.10930000000,43.04840000000
170 INTREPID LA,170 Intrepid Ln.,Page0027.tif,S:\WORKSHEETS\03-03-2011_thru_03-11-2011,S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0027.tif,Page0027.tif,3/7/2011,170 Intrepid Ln.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0027.tif,{802C6AB1-164F-4F0E-BD96-B6F032F3A46D},077,2011,-76.12810000000,43.00340000000
